plate_text,plate_count,detection_count,max_confidence,bbox_summary,raw_plate_text,high_conf_detection,all_unique_plates,unique_plate_count,frame_plate_text
"[""59X-298517"", ""51F-814.75"", ""64-714698"", ""59N-241295""]","[1, 1, 1, 1]",4,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""64-71\n4698"", ""59-N2\n412.95""]",False,"[""59X-298517"", ""51F-814.75"", ""64-714698"", ""59N-241295""]","[1, 1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""64-714698"", ""59N-241295""]"
"[""59X-298517"", ""51F-814.75"", ""64-174698"", ""59N-241295""]","[1, 1, 1, 1]",4,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""64-17\n4698"", ""59-N2\n412.95""]",False,"[""59X-298517"", ""51F-814.75"", ""64-174698"", ""59N-241295""]","[1, 1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""64-174698"", ""59N-241295""]"
"[""59X-298517"", ""51F-814.75"", ""59N-241295"", ""54-714698""]","[1, 1, 1, 1]",4,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""59-N2\n41295"", ""54-71\n4698""]",False,"[""59X-298517"", ""51F-814.75"", ""59N-241295"", ""54-714698""]","[1, 1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""59N-241295"", ""54-714698""]"
"[""59X-298517"", ""51F-814.75"", ""59N-241295"", ""54-114698""]","[1, 1, 1, 1]",4,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""59-N2\n412.95"", ""54-11\n4698""]",False,"[""59X-298517"", ""51F-814.75"", ""59N-241295"", ""54-114698""]","[1, 1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""59N-241295"", ""54-114698""]"
"[""59X-298517"", ""54-714698"", ""51F-814.75"", ""59N-241295""]","[1, 1, 1, 1]",4,0.0,,"[""59-X2\n985.17"", ""54-71\n4698"", ""51F\n814.75"", ""59-N2\n412.95""]",False,"[""59X-298517"", ""54-714698"", ""51F-814.75"", ""59N-241295""]","[1, 1, 1, 1]","[""59X-298517"", ""54-714698"", ""51F-814.75"", ""59N-241295""]"
"[""59X-298517"", ""51F-814.75"", ""54-114698"", ""59N-241295""]","[1, 1, 1, 1]",4,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""54-11\n4698"", ""59-N2\n412.95""]",False,"[""59X-298517"", ""51F-814.75"", ""54-114698"", ""59N-241295""]","[1, 1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""54-114698"", ""59N-241295""]"
"[""59X-298517"", ""51F-814.75"", ""54-114698"", ""59N-241295""]","[1, 1, 1, 1]",4,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""54-11\n4698"", ""59-N2\n412.95""]",False,"[""59X-298517"", ""51F-814.75"", ""54-114698"", ""59N-241295""]","[1, 1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""54-114698"", ""59N-241295""]"
"[""59X-298517"", ""54-114698"", ""51F-814.75"", ""59N-241295""]","[1, 1, 1, 1]",4,0.0,,"[""59-X2\n985.17"", ""54-11\n4698"", ""51F\n814.75"", ""59-N2\n412.95""]",False,"[""59X-298517"", ""54-114698"", ""51F-814.75"", ""59N-241295""]","[1, 1, 1, 1]","[""59X-298517"", ""54-114698"", ""51F-814.75"", ""59N-241295""]"
"[""59X-298517"", ""54-714698"", ""51F-814.75"", ""59N-241295""]","[1, 1, 1, 1]",4,0.0,,"[""59-X2\n985.17"", ""54-71\n4698"", ""51F\n814.75"", ""59-N2\n412.95""]",False,"[""59X-298517"", ""54-714698"", ""51F-814.75"", ""59N-241295""]","[1, 1, 1, 1]","[""59X-298517"", ""54-714698"", ""51F-814.75"", ""59N-241295""]"
"[""59X-298517"", ""51F-814.75"", ""54-174698"", ""59N-241295""]","[1, 1, 1, 1]",4,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""54-17\n4698"", ""59-N2\n412.95""]",False,"[""59X-298517"", ""51F-814.75"", ""54-174698"", ""59N-241295""]","[1, 1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""54-174698"", ""59N-241295""]"
"[""59X-298517"", ""51F-814.75"", ""6L114698"", ""59N-241295""]","[1, 1, 1, 1]",4,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""6L11\n4698"", ""59-N2\n412.95""]",False,"[""59X-298517"", ""51F-814.75"", ""6L114698"", ""59N-241295""]","[1, 1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""6L114698"", ""59N-241295""]"
"[""59X-298517"", ""51F-814.75"", ""54T-146.98"", ""59N-212.95""]","[1, 1, 1, 1]",4,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""54 T1\n4698"", ""59-N2\n12.95""]",False,"[""59X-298517"", ""51F-814.75"", ""54T-146.98"", ""59N-212.95""]","[1, 1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""54T-146.98"", ""59N-212.95""]"
"[""59X-298517"", ""51F-814.75"", ""54T-146.98"", ""59N-212.95""]","[1, 1, 1, 1]",4,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""54 T1\n4698"", ""59-N2\n1295""]",False,"[""59X-298517"", ""51F-814.75"", ""54T-146.98"", ""59N-212.95""]","[1, 1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""54T-146.98"", ""59N-212.95""]"
"[""59X-298517"", ""51F-814.75"", ""54-174698"", ""9-N21295""]","[1, 1, 1, 1]",4,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""54-17\n4698"", ""9-N2\n1295""]",False,"[""59X-298517"", ""51F-814.75"", ""54-174698"", ""9-N21295""]","[1, 1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""54-174698"", ""9-N21295""]"
"[""59X-298517"", ""51F-814.75"", ""54-774698"", ""9-N21295""]","[1, 1, 1, 1]",4,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""54-77\n4698"", ""9-N2\n1295""]",False,"[""59X-298517"", ""51F-814.75"", ""54-774698"", ""9-N21295""]","[1, 1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""54-774698"", ""9-N21295""]"
"[""59X-298517"", ""51F-814.75"", ""54-174698""]","[1, 1, 1]",3,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""54-17\n4698""]",False,"[""59X-298517"", ""51F-814.75"", ""54-174698""]","[1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""54-174698""]"
"[""59X-298517"", ""54-174698"", ""51F-814.75"", ""N2295""]","[1, 1, 1, 1]",4,0.0,,"[""59-X2\n985.17"", ""54-17\n4698"", ""51F\n814.75"", ""N2\n295""]",False,"[""59X-298517"", ""54-174698"", ""51F-814.75"", ""N2295""]","[1, 1, 1, 1]","[""59X-298517"", ""54-174698"", ""51F-814.75"", ""N2295""]"
"[""59X-298517"", ""51F-814.75"", ""64-774698"", ""NZ295""]","[1, 1, 1, 1]",4,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""64-77\n4698"", ""NZ295""]",False,"[""59X-298517"", ""51F-814.75"", ""64-774698"", ""NZ295""]","[1, 1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""64-774698"", ""NZ295""]"
"[""59X-298517"", ""51F-814.75"", ""54-714698"", ""FILACLANU""]","[1, 1, 1, 1]",4,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""54-71\n4698"", ""FILA\nCLANU""]",False,"[""59X-298517"", ""51F-814.75"", ""54-714698"", ""FILACLANU""]","[1, 1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""54-714698"", ""FILACLANU""]"
"[""59X-298517"", ""51F-814.75"", ""52-774698"", ""91N-1111""]","[1, 1, 1, 1]",4,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""52-77\n4698"", ""91N1111""]",False,"[""59X-298517"", ""51F-814.75"", ""52-774698"", ""91N-1111""]","[1, 1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""52-774698"", ""91N-1111""]"
"[""59X-298517"", ""51F-814.75"", ""52-774698"", ""VN12412""]","[1, 1, 1, 1]",4,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""52-77\n4698"", ""VN12412""]",False,"[""59X-298517"", ""51F-814.75"", ""52-774698"", ""VN12412""]","[1, 1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""52-774698"", ""VN12412""]"
"[""59X-298517"", ""51F-814.75"", ""52-714698""]","[1, 1, 1]",3,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""52-71\n4698""]",False,"[""59X-298517"", ""51F-814.75"", ""52-714698""]","[1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""52-714698""]"
"[""59X-298517"", ""51F-814.75"", ""JL-774698""]","[1, 1, 1]",3,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""JL-77\n4698""]",False,"[""59X-298517"", ""51F-814.75"", ""JL-774698""]","[1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""JL-774698""]"
"[""59X-298517"", ""51F-814.75"", ""52-774698""]","[1, 1, 1]",3,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""52-77\n4698""]",False,"[""59X-298517"", ""51F-814.75"", ""52-774698""]","[1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""52-774698""]"
"[""59X-298517"", ""51F-814.75"", ""52772698""]","[1, 1, 1]",3,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""52 77\n2698""]",False,"[""59X-298517"", ""51F-814.75"", ""52772698""]","[1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""52772698""]"
"[""59X-298517"", ""51F-814.75"", ""62778698""]","[1, 1, 1]",3,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""6277\n8698""]",False,"[""59X-298517"", ""51F-814.75"", ""62778698""]","[1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""62778698""]"
"[""59X-298517"", ""51F-814.75"", ""6L774598""]","[1, 1, 1]",3,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""6L 77\n4598""]",False,"[""59X-298517"", ""51F-814.75"", ""6L774598""]","[1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""6L774598""]"
"[""59X-298517"", ""51F-814.75"", ""64774506""]","[1, 1, 1]",3,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""6477\n4506""]",False,"[""59X-298517"", ""51F-814.75"", ""64774506""]","[1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""64774506""]"
"[""59X-298517"", ""6L774600"", ""51F-814.75""]","[1, 1, 1]",3,0.0,,"[""59-X2\n985.17"", ""6L77\n4600"", ""51F\n814.75""]",False,"[""59X-298517"", ""6L774600"", ""51F-814.75""]","[1, 1, 1]","[""59X-298517"", ""6L774600"", ""51F-814.75""]"
"[""59X-298517"", ""51F-814.75"", ""HAD""]","[1, 1, 1]",3,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""HAD""]",False,"[""59X-298517"", ""51F-814.75"", ""HAD""]","[1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""HAD""]"
"[""59X-298517"", ""51F-814.75"", ""F4P1""]","[1, 1, 1]",3,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""F4P1""]",False,"[""59X-298517"", ""51F-814.75"", ""F4P1""]","[1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""F4P1""]"
"[""59X-298517"", ""51F-814.75"", ""VN5777""]","[1, 1, 1]",3,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""VN 5777""]",False,"[""59X-298517"", ""51F-814.75"", ""VN5777""]","[1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""VN5777""]"
"[""59X-298517"", ""51F-814.75"", ""FUUU""]","[1, 1, 1]",3,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""FUUU""]",False,"[""59X-298517"", ""51F-814.75"", ""FUUU""]","[1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""FUUU""]"
"[""59X-298517"", ""51F-814.75"", ""VN12121""]","[1, 1, 1]",3,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""VN12121""]",False,"[""59X-298517"", ""51F-814.75"", ""VN12121""]","[1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""VN12121""]"
"[""59X-298517"", ""51F-814.75"", ""VN12121""]","[1, 1, 1]",3,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""VN12121""]",False,"[""59X-298517"", ""51F-814.75"", ""VN12121""]","[1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""VN12121""]"
"[""59X-298517"", ""51F-814.75"", ""VF"", ""5961""]","[1, 1, 1, 1]",4,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""VF"", ""5961""]",False,"[""59X-298517"", ""51F-814.75"", ""VF"", ""5961""]","[1, 1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""VF"", ""5961""]"
"[""59X-298517"", ""51F-814.75"", ""VN12121""]","[1, 1, 1]",3,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""VN12121""]",False,"[""59X-298517"", ""51F-814.75"", ""VN12121""]","[1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""VN12121""]"
"[""59X-298517"", ""51F-814.75"", ""VN12121""]","[1, 1, 1]",3,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""VN12121""]",False,"[""59X-298517"", ""51F-814.75"", ""VN12121""]","[1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""VN12121""]"
"[""59X-298517"", ""51F-814.75"", ""VN12121"", ""59412""]","[1, 1, 1, 1]",4,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""VN12121"", ""59412""]",False,"[""59X-298517"", ""51F-814.75"", ""VN12121"", ""59412""]","[1, 1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""VN12121"", ""59412""]"
"[""59X-298517"", ""51F-814.75"", ""59412"", ""TH1""]","[1, 1, 1, 1]",4,0.0,,"[""59-X2\n985.17"", ""51F\n814.75"", ""59 412"", ""TH1""]",False,"[""59X-298517"", ""51F-814.75"", ""59412"", ""TH1""]","[1, 1, 1, 1]","[""59X-298517"", ""51F-814.75"", ""59412"", ""TH1""]"
